mentee_id,categories,gender,styles,environment
253,"자격증, 독서, 음악",남자,"스파르타, 친목, 비즈니스",온라인
254,"경제, 필라테스, 코딩",여자,"활발함, 스파르타, 꼼꼼함","오프라인, 온라인"
255,"경제, 식단, 헬스","여자, 남자","꼼꼼함, 협력적, 활발함","온라인, 오프라인"
256,"테니스, 헬스, 필라테스","여자, 남자","꼼꼼함, 신중함, 협력적","온라인, 오프라인"
257,"음악, 독서, 면접","여자, 남자","스파르타, 친목, 신중함",오프라인
258,"외국어, 헬스, 종교","여자, 남자","신중함, 차분함, 꼼꼼함","온라인, 오프라인"
259,"식단, 필라테스, 경제","여자, 남자","협력적, 긍정적, 꼼꼼함","오프라인, 온라인"
260,"테니스, 음악, 면접","여자, 남자","천천히, 활발함, 긍정적",오프라인
261,"음악, 식단, 독서","남자, 여자","협력적, 활발함, 천천히",오프라인
262,"테니스, 독서, 미술","남자, 여자","긍정적, 차분함, 꼼꼼함","온라인, 오프라인"
263,"자격증, 명상, 다이어트","여자, 남자","스파르타, 활발함, 협력적","온라인, 오프라인"
264,"음악, 다이어트, 식단",여자,"스파르타, 비즈니스, 협력적","오프라인, 온라인"
265,"자격증, 주식, 외국어","여자, 남자","차분함, 꼼꼼함, 긍정적",오프라인
266,"미술, 외국어, 코딩","여자, 남자","활발함, 차분함, 꼼꼼함","온라인, 오프라인"
267,"독서, 식단, 명상","남자, 여자","활발함, 긍정적, 꼼꼼함",온라인
268,"필라테스, 주식, 면접",남자,"활발함, 천천히, 스파르타",온라인
269,"다이어트, 종교, 자격증",남자,"스파르타, 비즈니스, 천천히","온라인, 오프라인"
270,"독서, 주식, 면접",남자,"협력적, 천천히, 친목","오프라인, 온라인"
271,"면접, 영화, 주식","남자, 여자","협력적, 꼼꼼함, 긍정적","온라인, 오프라인"
272,"테니스, 코딩, 외국어","여자, 남자","스파르타, 긍정적, 꼼꼼함",온라인
273,"헬스, 명상, 음악",여자,"스파르타, 친목, 비즈니스","오프라인, 온라인"
274,"미술, 필라테스, 코딩","여자, 남자","긍정적, 꼼꼼함, 차분함","오프라인, 온라인"
275,"영화, 독서, 경제","남자, 여자","긍정적, 스파르타, 친목",온라인
276,"코딩, 자격증, 테니스","여자, 남자","활발함, 긍정적, 협력적","온라인, 오프라인"
277,"코딩, 영화, 음악","남자, 여자","천천히, 차분함, 협력적","오프라인, 온라인"
278,"테니스, 면접, 필라테스","여자, 남자","차분함, 스파르타, 긍정적","오프라인, 온라인"
279,"영화, 음악, 명상",여자,"비즈니스, 스파르타, 친목","오프라인, 온라인"
280,"헬스, 테니스, 주식",여자,"긍정적, 차분함, 활발함",오프라인
281,"외국어, 미술, 자격증",남자,"꼼꼼함, 비즈니스, 긍정적",오프라인
282,"명상, 다이어트, 코딩",남자,"활발함, 꼼꼼함, 신중함","온라인, 오프라인"
283,"축구, 자격증, 테니스","남자, 여자","천천히, 꼼꼼함, 차분함",온라인
284,"외국어, 음악, 주식","남자, 여자","활발함, 차분함, 긍정적",온라인
285,"필라테스, 명상, 미술",여자,"차분함, 활발함, 친목",온라인
286,"종교, 헬스, 독서","여자, 남자","친목, 협력적, 차분함","온라인, 오프라인"
287,"독서, 축구, 자격증","여자, 남자","친목, 차분함, 협력적","오프라인, 온라인"
288,"외국어, 독서, 테니스",여자,"긍정적, 차분함, 스파르타",온라인
289,"면접, 음악, 식단","남자, 여자","신중함, 천천히, 긍정적",오프라인
290,"음악, 헬스, 코딩","남자, 여자","스파르타, 비즈니스, 천천히","온라인, 오프라인"
291,"외국어, 명상, 프로젝트","남자, 여자","비즈니스, 긍정적, 친목",온라인
292,"외국어, 면접, 음악",여자,"스파르타, 신중함, 비즈니스",오프라인
293,"종교, 테니스, 영화",여자,"스파르타, 활발함, 친목","오프라인, 온라인"
294,"면접, 테니스, 자격증",여자,"꼼꼼함, 친목, 협력적","온라인, 오프라인"
295,"미술, 외국어, 축구","여자, 남자","신중함, 스파르타, 협력적","온라인, 오프라인"
296,"헬스, 독서, 영화",남자,"꼼꼼함, 신중함, 친목","오프라인, 온라인"
297,"주식, 면접, 외국어","남자, 여자","꼼꼼함, 긍정적, 신중함",오프라인
298,"면접, 자격증, 종교","남자, 여자","스파르타, 친목, 신중함",온라인
299,"주식, 헬스, 영화",남자,"친목, 차분함, 신중함","온라인, 오프라인"
300,"미술, 영화, 음악",여자,"비즈니스, 차분함, 긍정적","온라인, 오프라인"
301,"음악, 외국어, 필라테스",남자,"비즈니스, 스파르타, 활발함",온라인
302,"식단, 외국어, 경제",남자,"친목, 협력적, 꼼꼼함","오프라인, 온라인"
303,"코딩, 프로젝트, 자격증",여자,"신중함, 긍정적, 꼼꼼함",온라인
304,"음악, 축구, 경제",남자,"협력적, 꼼꼼함, 천천히",온라인
305,"다이어트, 코딩, 프로젝트","여자, 남자","비즈니스, 천천히, 스파르타",온라인
306,"식단, 테니스, 필라테스",여자,"꼼꼼함, 천천히, 신중함","오프라인, 온라인"
307,"음악, 종교, 필라테스","남자, 여자","활발함, 긍정적, 친목",오프라인
308,"자격증, 음악, 주식",남자,"친목, 차분함, 신중함","온라인, 오프라인"
309,"코딩, 축구, 독서","남자, 여자","협력적, 신중함, 차분함","온라인, 오프라인"
310,"코딩, 헬스, 프로젝트",남자,"스파르타, 친목, 긍정적","온라인, 오프라인"
311,"영화, 식단, 종교",여자,"비즈니스, 스파르타, 활발함","오프라인, 온라인"
312,"종교, 축구, 필라테스",남자,"차분함, 협력적, 비즈니스",오프라인
313,"식단, 독서, 헬스",남자,"활발함, 긍정적, 친목",온라인
314,"코딩, 미술, 필라테스",여자,"활발함, 꼼꼼함, 비즈니스","온라인, 오프라인"
315,"영화, 자격증, 외국어",남자,"스파르타, 친목, 긍정적",오프라인
316,"영화, 경제, 종교",여자,"신중함, 친목, 긍정적","오프라인, 온라인"
317,"명상, 면접, 식단","남자, 여자","신중함, 협력적, 차분함",온라인
318,"독서, 종교, 식단","남자, 여자","스파르타, 비즈니스, 신중함","오프라인, 온라인"
319,"음악, 미술, 코딩",여자,"비즈니스, 협력적, 신중함","오프라인, 온라인"
320,"경제, 필라테스, 프로젝트","남자, 여자","천천히, 긍정적, 스파르타","오프라인, 온라인"
321,"코딩, 필라테스, 자격증","남자, 여자","꼼꼼함, 활발함, 친목","온라인, 오프라인"
322,"테니스, 주식, 미술","여자, 남자","활발함, 친목, 차분함","온라인, 오프라인"
323,"자격증, 미술, 종교",남자,"긍정적, 협력적, 천천히","온라인, 오프라인"
324,"주식, 코딩, 미술","여자, 남자","활발함, 비즈니스, 친목","오프라인, 온라인"
325,"외국어, 식단, 코딩",여자,"긍정적, 활발함, 협력적",온라인
326,"음악, 프로젝트, 식단",남자,"비즈니스, 친목, 활발함",온라인
327,"자격증, 명상, 코딩","여자, 남자","협력적, 비즈니스, 친목","온라인, 오프라인"
328,"영화, 테니스, 식단","남자, 여자","긍정적, 신중함, 협력적","오프라인, 온라인"
329,"미술, 경제, 외국어",남자,"친목, 꼼꼼함, 신중함",온라인
330,"헬스, 코딩, 면접","여자, 남자","친목, 협력적, 활발함",온라인
331,"면접, 코딩, 명상","여자, 남자","스파르타, 긍정적, 친목","오프라인, 온라인"
332,"헬스, 독서, 자격증","남자, 여자","긍정적, 천천히, 신중함",오프라인
333,"외국어, 코딩, 헬스",남자,"친목, 신중함, 스파르타",오프라인
334,"명상, 다이어트, 자격증",여자,"꼼꼼함, 활발함, 차분함",오프라인
335,"영화, 코딩, 다이어트",남자,"긍정적, 비즈니스, 활발함",오프라인
336,"면접, 필라테스, 테니스",남자,"꼼꼼함, 신중함, 협력적","오프라인, 온라인"
337,"외국어, 종교, 독서","남자, 여자","긍정적, 차분함, 협력적",오프라인
338,"영화, 식단, 다이어트","여자, 남자","친목, 차분함, 긍정적","온라인, 오프라인"
339,"식단, 주식, 필라테스","여자, 남자","천천히, 차분함, 꼼꼼함",오프라인
340,"헬스, 자격증, 필라테스",남자,"비즈니스, 스파르타, 차분함","온라인, 오프라인"
341,"경제, 미술, 필라테스",남자,"천천히, 꼼꼼함, 활발함",오프라인
342,"프로젝트, 음악, 테니스","남자, 여자","차분함, 긍정적, 신중함","오프라인, 온라인"
343,"음악, 다이어트, 영화","여자, 남자","천천히, 꼼꼼함, 협력적","오프라인, 온라인"
344,"명상, 축구, 종교","남자, 여자","친목, 꼼꼼함, 신중함","오프라인, 온라인"
345,"영화, 헬스, 축구","남자, 여자","협력적, 긍정적, 꼼꼼함","온라인, 오프라인"
346,"면접, 축구, 미술","여자, 남자","천천히, 신중함, 꼼꼼함",온라인
347,"영화, 헬스, 테니스",여자,"스파르타, 신중함, 비즈니스",오프라인
348,"면접, 식단, 다이어트","남자, 여자","활발함, 스파르타, 꼼꼼함",오프라인
349,"독서, 미술, 코딩","남자, 여자","활발함, 협력적, 긍정적","온라인, 오프라인"
350,"다이어트, 식단, 축구","남자, 여자","꼼꼼함, 차분함, 친목","오프라인, 온라인"
351,"면접, 코딩, 명상","남자, 여자","비즈니스, 차분함, 신중함","온라인, 오프라인"
352,"다이어트, 헬스, 축구",남자,"비즈니스, 차분함, 신중함","오프라인, 온라인"
353,"프로젝트, 종교, 헬스","여자, 남자","협력적, 긍정적, 친목",온라인
354,"경제, 프로젝트, 음악","여자, 남자","친목, 비즈니스, 협력적","온라인, 오프라인"
355,"코딩, 식단, 외국어","남자, 여자","긍정적, 차분함, 신중함",온라인
356,"영화, 다이어트, 명상","여자, 남자","차분함, 신중함, 스파르타",온라인
357,"축구, 종교, 명상",남자,"친목, 차분함, 스파르타",온라인
358,"외국어, 미술, 테니스",여자,"꼼꼼함, 긍정적, 협력적","오프라인, 온라인"
359,"면접, 헬스, 외국어","남자, 여자","활발함, 스파르타, 차분함","온라인, 오프라인"
360,"축구, 독서, 명상","남자, 여자","긍정적, 신중함, 친목",오프라인
361,"코딩, 다이어트, 프로젝트","여자, 남자","스파르타, 비즈니스, 협력적",온라인
362,"코딩, 자격증, 축구",여자,"친목, 협력적, 차분함",온라인
363,"면접, 영화, 테니스","여자, 남자","차분함, 스파르타, 꼼꼼함","오프라인, 온라인"
364,"코딩, 프로젝트, 독서",여자,"활발함, 긍정적, 꼼꼼함","오프라인, 온라인"
365,"경제, 다이어트, 필라테스",남자,"협력적, 신중함, 스파르타","온라인, 오프라인"
366,"헬스, 명상, 외국어","남자, 여자","비즈니스, 신중함, 협력적",온라인
367,"필라테스, 테니스, 다이어트","남자, 여자","활발함, 차분함, 비즈니스",온라인
368,"축구, 다이어트, 면접","남자, 여자","천천히, 비즈니스, 협력적","온라인, 오프라인"
369,"종교, 면접, 코딩",여자,"긍정적, 스파르타, 친목",온라인
370,"미술, 종교, 영화","남자, 여자","스파르타, 친목, 꼼꼼함",온라인
371,"경제, 음악, 주식","남자, 여자","비즈니스, 협력적, 스파르타",오프라인
372,"경제, 헬스, 축구","남자, 여자","차분함, 천천히, 꼼꼼함",온라인
373,"경제, 주식, 축구",남자,"스파르타, 협력적, 차분함",온라인
374,"독서, 필라테스, 테니스",여자,"활발함, 꼼꼼함, 협력적","오프라인, 온라인"
375,"헬스, 경제, 음악",여자,"천천히, 신중함, 친목",오프라인
376,"다이어트, 자격증, 테니스",남자,"스파르타, 비즈니스, 협력적","오프라인, 온라인"
377,"명상, 미술, 프로젝트",남자,"신중함, 비즈니스, 차분함","온라인, 오프라인"
378,"자격증, 다이어트, 코딩","남자, 여자","비즈니스, 차분함, 꼼꼼함","오프라인, 온라인"
379,"다이어트, 미술, 외국어","남자, 여자","비즈니스, 활발함, 꼼꼼함","오프라인, 온라인"
380,"자격증, 독서, 코딩",여자,"긍정적, 신중함, 스파르타","오프라인, 온라인"
381,"외국어, 주식, 독서","남자, 여자","협력적, 신중함, 차분함","온라인, 오프라인"
382,"축구, 헬스, 미술",여자,"차분함, 꼼꼼함, 스파르타","온라인, 오프라인"
383,"헬스, 다이어트, 테니스",여자,"차분함, 스파르타, 친목","오프라인, 온라인"
384,"미술, 면접, 음악",남자,"꼼꼼함, 신중함, 천천히","온라인, 오프라인"
385,"프로젝트, 종교, 외국어",남자,"친목, 꼼꼼함, 신중함",온라인
386,"명상, 미술, 다이어트","남자, 여자","친목, 비즈니스, 협력적",온라인
387,"축구, 테니스, 미술","남자, 여자","신중함, 스파르타, 천천히","오프라인, 온라인"
388,"미술, 헬스, 식단","남자, 여자","꼼꼼함, 차분함, 협력적","온라인, 오프라인"
389,"다이어트, 음악, 경제","여자, 남자","꼼꼼함, 긍정적, 천천히","온라인, 오프라인"
390,"프로젝트, 명상, 미술",여자,"꼼꼼함, 협력적, 친목",오프라인
391,"영화, 축구, 주식","여자, 남자","긍정적, 협력적, 차분함",오프라인
392,"경제, 테니스, 면접",남자,"꼼꼼함, 친목, 천천히","온라인, 오프라인"
393,"음악, 종교, 주식","남자, 여자","꼼꼼함, 비즈니스, 스파르타","온라인, 오프라인"
394,"식단, 프로젝트, 필라테스","여자, 남자","비즈니스, 활발함, 협력적","온라인, 오프라인"
395,"테니스, 주식, 다이어트",남자,"꼼꼼함, 차분함, 친목","오프라인, 온라인"
396,"다이어트, 테니스, 음악","남자, 여자","협력적, 긍정적, 천천히","온라인, 오프라인"
397,"종교, 축구, 식단","남자, 여자","꼼꼼함, 스파르타, 친목","오프라인, 온라인"
398,"음악, 외국어, 필라테스",남자,"차분함, 긍정적, 신중함","온라인, 오프라인"
399,"면접, 경제, 식단",여자,"친목, 차분함, 협력적",오프라인
400,"면접, 테니스, 프로젝트","여자, 남자","꼼꼼함, 스파르타, 비즈니스","온라인, 오프라인"
401,"미술, 주식, 식단","여자, 남자","차분함, 긍정적, 신중함",온라인
402,"음악, 축구, 미술","남자, 여자","꼼꼼함, 신중함, 긍정적",온라인
403,"프로젝트, 헬스, 음악",여자,"협력적, 천천히, 긍정적",온라인
404,"명상, 축구, 주식","여자, 남자","꼼꼼함, 긍정적, 친목","온라인, 오프라인"
405,"종교, 명상, 자격증","남자, 여자","차분함, 천천히, 협력적",오프라인
406,"독서, 테니스, 종교",남자,"협력적, 신중함, 활발함",오프라인
407,"다이어트, 명상, 프로젝트","여자, 남자","친목, 비즈니스, 신중함","온라인, 오프라인"
408,"헬스, 외국어, 음악","남자, 여자","활발함, 스파르타, 꼼꼼함","오프라인, 온라인"
409,"축구, 음악, 코딩",여자,"꼼꼼함, 천천히, 스파르타","온라인, 오프라인"
410,"헬스, 외국어, 명상",남자,"스파르타, 활발함, 차분함","온라인, 오프라인"
411,"명상, 다이어트, 필라테스","여자, 남자","친목, 협력적, 천천히",오프라인
412,"필라테스, 축구, 미술",남자,"꼼꼼함, 차분함, 천천히",오프라인
413,"명상, 코딩, 테니스","남자, 여자","친목, 스파르타, 천천히","오프라인, 온라인"
414,"경제, 주식, 외국어",남자,"활발함, 협력적, 친목",온라인
415,"다이어트, 축구, 음악",여자,"활발함, 천천히, 신중함",오프라인
416,"자격증, 명상, 다이어트","여자, 남자","긍정적, 협력적, 차분함","온라인, 오프라인"
417,"다이어트, 영화, 종교","여자, 남자","스파르타, 차분함, 친목","온라인, 오프라인"
418,"독서, 식단, 다이어트","남자, 여자","긍정적, 차분함, 스파르타","온라인, 오프라인"
419,"축구, 종교, 프로젝트","여자, 남자","긍정적, 차분함, 신중함",온라인
420,"경제, 외국어, 미술",여자,"스파르타, 친목, 차분함",온라인
421,"프로젝트, 필라테스, 주식",남자,"친목, 차분함, 신중함","온라인, 오프라인"
422,"다이어트, 명상, 프로젝트",남자,"긍정적, 스파르타, 활발함","오프라인, 온라인"
423,"다이어트, 종교, 외국어",남자,"천천히, 친목, 긍정적","오프라인, 온라인"
424,"미술, 코딩, 다이어트",남자,"차분함, 비즈니스, 긍정적",오프라인
425,"필라테스, 자격증, 다이어트","여자, 남자","친목, 신중함, 꼼꼼함","오프라인, 온라인"
426,"면접, 명상, 경제",남자,"친목, 활발함, 스파르타",온라인
427,"코딩, 영화, 다이어트","남자, 여자","신중함, 천천히, 긍정적",오프라인
428,"면접, 영화, 미술","남자, 여자","협력적, 긍정적, 활발함","온라인, 오프라인"
429,"종교, 자격증, 독서",여자,"협력적, 긍정적, 활발함","오프라인, 온라인"
430,"외국어, 프로젝트, 경제","여자, 남자","협력적, 긍정적, 천천히","오프라인, 온라인"
431,"명상, 테니스, 음악","남자, 여자","꼼꼼함, 활발함, 스파르타",오프라인
432,"헬스, 주식, 면접","남자, 여자","신중함, 차분함, 스파르타","오프라인, 온라인"
433,"경제, 명상, 코딩",여자,"스파르타, 신중함, 천천히",온라인
434,"식단, 자격증, 필라테스","남자, 여자","긍정적, 차분함, 꼼꼼함","온라인, 오프라인"
435,"주식, 다이어트, 미술",여자,"활발함, 스파르타, 긍정적","온라인, 오프라인"
436,"주식, 면접, 테니스",여자,"친목, 차분함, 비즈니스",온라인
437,"경제, 축구, 테니스",여자,"차분함, 신중함, 비즈니스","오프라인, 온라인"
438,"종교, 다이어트, 경제","여자, 남자","스파르타, 차분함, 꼼꼼함",오프라인
439,"명상, 영화, 경제",여자,"천천히, 친목, 협력적",온라인
440,"외국어, 축구, 음악",여자,"스파르타, 긍정적, 협력적","오프라인, 온라인"
441,"다이어트, 독서, 명상","남자, 여자","천천히, 친목, 차분함",온라인
442,"면접, 필라테스, 주식",여자,"긍정적, 스파르타, 비즈니스",오프라인
443,"종교, 외국어, 자격증",남자,"비즈니스, 협력적, 신중함","오프라인, 온라인"
444,"필라테스, 프로젝트, 코딩","여자, 남자","비즈니스, 신중함, 활발함","온라인, 오프라인"
445,"테니스, 음악, 외국어","남자, 여자","천천히, 신중함, 비즈니스","오프라인, 온라인"
446,"다이어트, 자격증, 프로젝트","여자, 남자","꼼꼼함, 친목, 활발함","온라인, 오프라인"
447,"축구, 다이어트, 외국어","남자, 여자","친목, 협력적, 꼼꼼함",오프라인
448,"식단, 독서, 경제",여자,"긍정적, 꼼꼼함, 스파르타","온라인, 오프라인"
449,"미술, 자격증, 프로젝트",남자,"긍정적, 친목, 천천히",온라인
450,"명상, 미술, 경제","남자, 여자","협력적, 활발함, 비즈니스",온라인
451,"다이어트, 필라테스, 헬스",여자,"차분함, 긍정적, 천천히",오프라인
452,"미술, 코딩, 영화",여자,"스파르타, 꼼꼼함, 비즈니스",오프라인
453,"영화, 축구, 면접",여자,"신중함, 친목, 협력적",온라인
454,"코딩, 식단, 명상","남자, 여자","친목, 긍정적, 신중함","온라인, 오프라인"
455,"독서, 종교, 면접",여자,"신중함, 협력적, 활발함","온라인, 오프라인"
456,"종교, 테니스, 미술","남자, 여자","비즈니스, 꼼꼼함, 신중함","오프라인, 온라인"
457,"영화, 코딩, 경제",여자,"긍정적, 차분함, 스파르타",온라인
458,"미술, 테니스, 주식",여자,"비즈니스, 스파르타, 활발함",온라인
459,"필라테스, 테니스, 식단","여자, 남자","비즈니스, 협력적, 긍정적",온라인
460,"독서, 영화, 필라테스","남자, 여자","스파르타, 꼼꼼함, 차분함","온라인, 오프라인"
461,"코딩, 독서, 미술",남자,"활발함, 긍정적, 꼼꼼함",오프라인
462,"영화, 음악, 테니스","남자, 여자","활발함, 협력적, 꼼꼼함",온라인
463,"경제, 축구, 주식","여자, 남자","친목, 스파르타, 신중함","오프라인, 온라인"
464,"경제, 코딩, 면접","여자, 남자","꼼꼼함, 비즈니스, 스파르타",온라인
465,"미술, 식단, 명상","여자, 남자","협력적, 친목, 천천히",오프라인
466,"면접, 독서, 영화","남자, 여자","꼼꼼함, 친목, 긍정적",온라인
467,"경제, 독서, 테니스",여자,"차분함, 천천히, 친목",온라인
468,"축구, 자격증, 면접","여자, 남자","차분함, 긍정적, 스파르타",온라인
469,"필라테스, 종교, 음악","남자, 여자","긍정적, 활발함, 스파르타",온라인
470,"테니스, 외국어, 헬스",여자,"꼼꼼함, 활발함, 차분함","온라인, 오프라인"
471,"헬스, 명상, 다이어트","여자, 남자","차분함, 스파르타, 활발함","오프라인, 온라인"
472,"외국어, 음악, 프로젝트","여자, 남자","신중함, 긍정적, 비즈니스","오프라인, 온라인"
473,"영화, 코딩, 명상",남자,"긍정적, 신중함, 꼼꼼함","온라인, 오프라인"
474,"코딩, 외국어, 경제","남자, 여자","비즈니스, 천천히, 꼼꼼함",온라인
475,"경제, 축구, 독서","남자, 여자","친목, 협력적, 차분함",오프라인
476,"종교, 다이어트, 자격증","여자, 남자","천천히, 신중함, 친목",온라인
477,"외국어, 축구, 프로젝트","남자, 여자","차분함, 비즈니스, 신중함","온라인, 오프라인"
478,"외국어, 미술, 프로젝트",남자,"긍정적, 천천히, 친목",오프라인
479,"주식, 축구, 헬스","여자, 남자","천천히, 긍정적, 차분함",온라인
480,"경제, 테니스, 영화","남자, 여자","협력적, 차분함, 활발함","온라인, 오프라인"
481,"경제, 외국어, 명상","남자, 여자","스파르타, 차분함, 비즈니스","오프라인, 온라인"
482,"테니스, 자격증, 명상",여자,"차분함, 신중함, 스파르타",온라인
483,"음악, 다이어트, 헬스","여자, 남자","스파르타, 친목, 긍정적","오프라인, 온라인"
484,"경제, 영화, 코딩","남자, 여자","스파르타, 차분함, 꼼꼼함",온라인
485,"식단, 미술, 외국어",남자,"차분함, 꼼꼼함, 신중함","오프라인, 온라인"
486,"자격증, 필라테스, 외국어","여자, 남자","신중함, 비즈니스, 긍정적",온라인
487,"독서, 영화, 축구",남자,"스파르타, 긍정적, 친목","오프라인, 온라인"
488,"자격증, 테니스, 면접","남자, 여자","협력적, 긍정적, 친목","오프라인, 온라인"
489,"면접, 헬스, 코딩","남자, 여자","긍정적, 협력적, 친목","온라인, 오프라인"
490,"필라테스, 종교, 명상","남자, 여자","긍정적, 꼼꼼함, 스파르타","오프라인, 온라인"
491,"면접, 경제, 다이어트","남자, 여자","비즈니스, 친목, 활발함","오프라인, 온라인"
492,"음악, 헬스, 미술","여자, 남자","비즈니스, 협력적, 긍정적","온라인, 오프라인"
493,"외국어, 헬스, 미술",남자,"긍정적, 신중함, 천천히","오프라인, 온라인"
494,"명상, 외국어, 자격증",남자,"협력적, 차분함, 비즈니스",오프라인
495,"명상, 자격증, 경제",여자,"비즈니스, 꼼꼼함, 신중함","온라인, 오프라인"
496,"음악, 코딩, 독서","남자, 여자","비즈니스, 차분함, 신중함",온라인
497,"미술, 음악, 헬스","남자, 여자","비즈니스, 천천히, 꼼꼼함","오프라인, 온라인"
498,"주식, 헬스, 명상",여자,"스파르타, 꼼꼼함, 차분함",오프라인
499,"면접, 다이어트, 미술",여자,"신중함, 친목, 천천히","온라인, 오프라인"
500,"헬스, 코딩, 테니스","여자, 남자","신중함, 협력적, 긍정적",온라인
