mentee_id,categories,gender,styles,environment
750,"다이어트, 경제, 테니스","여자, 남자","비즈니스, 협력적, 활발함","오프라인, 온라인"
751,"경제, 자격증, 명상","남자, 여자","스파르타, 비즈니스, 천천히","온라인, 오프라인"
752,"식단, 음악, 종교",여자,"긍정적, 활발함, 신중함","오프라인, 온라인"
753,"필라테스, 테니스, 명상",남자,"협력적, 비즈니스, 차분함","오프라인, 온라인"
754,"종교, 음악, 미술","남자, 여자","신중함, 차분함, 친목",오프라인
755,"필라테스, 면접, 프로젝트",남자,"활발함, 신중함, 긍정적","온라인, 오프라인"
756,"외국어, 음악, 미술",남자,"꼼꼼함, 천천히, 스파르타",오프라인
757,"미술, 음악, 테니스","여자, 남자","스파르타, 긍정적, 신중함",오프라인
758,"필라테스, 명상, 자격증",남자,"활발함, 친목, 스파르타",온라인
759,"축구, 면접, 명상","남자, 여자","차분함, 긍정적, 활발함","온라인, 오프라인"
760,"다이어트, 식단, 프로젝트","여자, 남자","스파르타, 차분함, 협력적","온라인, 오프라인"
761,"축구, 코딩, 주식","남자, 여자","꼼꼼함, 차분함, 활발함",온라인
762,"미술, 필라테스, 테니스","여자, 남자","활발함, 협력적, 천천히",오프라인
763,"영화, 미술, 식단",여자,"꼼꼼함, 스파르타, 신중함",온라인
764,"명상, 음악, 면접",남자,"비즈니스, 신중함, 스파르타","오프라인, 온라인"
765,"경제, 프로젝트, 명상","남자, 여자","협력적, 신중함, 긍정적",오프라인
766,"다이어트, 면접, 영화",여자,"긍정적, 스파르타, 친목","오프라인, 온라인"
767,"영화, 다이어트, 식단",남자,"신중함, 긍정적, 천천히","온라인, 오프라인"
768,"면접, 식단, 자격증",여자,"활발함, 비즈니스, 긍정적",온라인
769,"영화, 면접, 헬스",남자,"협력적, 비즈니스, 차분함","온라인, 오프라인"
770,"프로젝트, 식단, 축구",여자,"스파르타, 활발함, 친목",온라인
771,"경제, 명상, 헬스",여자,"긍정적, 스파르타, 천천히",온라인
772,"자격증, 독서, 주식",여자,"차분함, 꼼꼼함, 신중함",온라인
773,"테니스, 명상, 영화",남자,"비즈니스, 활발함, 스파르타","온라인, 오프라인"
774,"다이어트, 필라테스, 독서","여자, 남자","긍정적, 차분함, 신중함",온라인
775,"미술, 테니스, 자격증",남자,"차분함, 비즈니스, 꼼꼼함",온라인
776,"주식, 다이어트, 명상","남자, 여자","꼼꼼함, 천천히, 협력적","오프라인, 온라인"
777,"헬스, 테니스, 코딩",여자,"긍정적, 협력적, 친목","온라인, 오프라인"
778,"프로젝트, 주식, 테니스",남자,"친목, 협력적, 비즈니스",온라인
779,"프로젝트, 축구, 명상","여자, 남자","꼼꼼함, 차분함, 비즈니스",온라인
780,"주식, 음악, 다이어트","남자, 여자","차분함, 활발함, 꼼꼼함",온라인
781,"테니스, 외국어, 주식","남자, 여자","스파르타, 협력적, 신중함","온라인, 오프라인"
782,"자격증, 코딩, 다이어트",여자,"친목, 긍정적, 차분함","오프라인, 온라인"
783,"경제, 테니스, 독서","남자, 여자","친목, 비즈니스, 긍정적","오프라인, 온라인"
784,"코딩, 필라테스, 독서",여자,"활발함, 차분함, 협력적","오프라인, 온라인"
785,"프로젝트, 미술, 종교","남자, 여자","활발함, 천천히, 친목","온라인, 오프라인"
786,"영화, 명상, 프로젝트",여자,"협력적, 스파르타, 비즈니스","온라인, 오프라인"
787,"주식, 외국어, 테니스",남자,"친목, 신중함, 꼼꼼함","온라인, 오프라인"
788,"자격증, 다이어트, 프로젝트","남자, 여자","친목, 신중함, 활발함","오프라인, 온라인"
789,"테니스, 경제, 미술","남자, 여자","협력적, 신중함, 꼼꼼함","오프라인, 온라인"
790,"필라테스, 헬스, 음악",여자,"활발함, 신중함, 비즈니스",온라인
791,"필라테스, 주식, 식단","여자, 남자","차분함, 친목, 스파르타","온라인, 오프라인"
792,"독서, 주식, 미술","남자, 여자","차분함, 긍정적, 스파르타",오프라인
793,"면접, 독서, 테니스","남자, 여자","비즈니스, 신중함, 활발함","온라인, 오프라인"
794,"독서, 필라테스, 외국어","여자, 남자","협력적, 꼼꼼함, 차분함","오프라인, 온라인"
795,"필라테스, 경제, 명상","여자, 남자","긍정적, 협력적, 비즈니스",온라인
796,"면접, 축구, 프로젝트","남자, 여자","친목, 신중함, 스파르타",오프라인
797,"미술, 필라테스, 독서",여자,"비즈니스, 긍정적, 협력적","온라인, 오프라인"
798,"주식, 독서, 헬스",여자,"스파르타, 꼼꼼함, 친목","오프라인, 온라인"
799,"자격증, 프로젝트, 경제",남자,"긍정적, 협력적, 비즈니스",온라인
800,"독서, 주식, 종교","여자, 남자","꼼꼼함, 천천히, 차분함",온라인
801,"음악, 헬스, 영화","여자, 남자","긍정적, 활발함, 차분함",오프라인
802,"식단, 헬스, 프로젝트",여자,"협력적, 꼼꼼함, 천천히",오프라인
803,"미술, 외국어, 영화","여자, 남자","차분함, 협력적, 비즈니스",오프라인
804,"독서, 축구, 미술","남자, 여자","협력적, 스파르타, 신중함","오프라인, 온라인"
805,"코딩, 독서, 프로젝트","여자, 남자","천천히, 꼼꼼함, 협력적",오프라인
806,"미술, 축구, 자격증","남자, 여자","신중함, 차분함, 협력적","온라인, 오프라인"
807,"영화, 테니스, 헬스",남자,"꼼꼼함, 스파르타, 비즈니스","온라인, 오프라인"
808,"다이어트, 프로젝트, 면접","여자, 남자","차분함, 꼼꼼함, 천천히","온라인, 오프라인"
809,"명상, 면접, 경제",남자,"친목, 활발함, 신중함","오프라인, 온라인"
810,"다이어트, 독서, 코딩","여자, 남자","활발함, 긍정적, 협력적",온라인
811,"음악, 식단, 주식","남자, 여자","친목, 활발함, 천천히",오프라인
812,"프로젝트, 음악, 경제","여자, 남자","신중함, 차분함, 협력적",오프라인
813,"자격증, 종교, 면접","남자, 여자","신중함, 긍정적, 협력적",오프라인
814,"헬스, 명상, 면접",남자,"긍정적, 꼼꼼함, 비즈니스","오프라인, 온라인"
815,"외국어, 프로젝트, 식단",여자,"협력적, 차분함, 긍정적","오프라인, 온라인"
816,"코딩, 필라테스, 면접","남자, 여자","차분함, 긍정적, 천천히","오프라인, 온라인"
817,"코딩, 영화, 면접","남자, 여자","천천히, 꼼꼼함, 활발함",온라인
818,"경제, 면접, 미술","여자, 남자","스파르타, 비즈니스, 친목","오프라인, 온라인"
819,"명상, 음악, 면접",남자,"친목, 차분함, 천천히",오프라인
820,"테니스, 축구, 종교","여자, 남자","긍정적, 스파르타, 협력적",온라인
821,"식단, 축구, 영화",여자,"꼼꼼함, 친목, 차분함","오프라인, 온라인"
822,"면접, 독서, 프로젝트",여자,"신중함, 긍정적, 친목","오프라인, 온라인"
823,"헬스, 면접, 식단","여자, 남자","차분함, 천천히, 스파르타","온라인, 오프라인"
824,"영화, 헬스, 테니스","남자, 여자","긍정적, 친목, 차분함",온라인
825,"독서, 면접, 명상",남자,"차분함, 협력적, 신중함","오프라인, 온라인"
826,"자격증, 독서, 영화","여자, 남자","협력적, 신중함, 꼼꼼함",오프라인
827,"종교, 주식, 자격증","여자, 남자","차분함, 천천히, 친목","오프라인, 온라인"
828,"프로젝트, 헬스, 명상",여자,"협력적, 활발함, 신중함",오프라인
829,"코딩, 식단, 프로젝트",여자,"꼼꼼함, 활발함, 신중함","오프라인, 온라인"
830,"경제, 외국어, 프로젝트",남자,"친목, 차분함, 활발함",오프라인
831,"명상, 음악, 식단",남자,"차분함, 협력적, 긍정적","온라인, 오프라인"
832,"필라테스, 다이어트, 명상",남자,"활발함, 비즈니스, 꼼꼼함","온라인, 오프라인"
833,"경제, 테니스, 식단",여자,"꼼꼼함, 비즈니스, 신중함","온라인, 오프라인"
834,"테니스, 미술, 종교","남자, 여자","신중함, 활발함, 친목","오프라인, 온라인"
835,"면접, 독서, 자격증",남자,"친목, 비즈니스, 활발함","온라인, 오프라인"
836,"식단, 미술, 명상","여자, 남자","긍정적, 활발함, 협력적",온라인
837,"다이어트, 명상, 종교","남자, 여자","천천히, 스파르타, 차분함",온라인
838,"축구, 프로젝트, 주식",여자,"협력적, 친목, 긍정적",오프라인
839,"축구, 면접, 자격증",남자,"신중함, 비즈니스, 협력적","오프라인, 온라인"
840,"미술, 헬스, 주식","여자, 남자","친목, 꼼꼼함, 활발함",온라인
841,"테니스, 헬스, 자격증",여자,"차분함, 천천히, 긍정적","오프라인, 온라인"
842,"독서, 다이어트, 주식",남자,"긍정적, 비즈니스, 천천히",오프라인
843,"영화, 독서, 면접",남자,"친목, 활발함, 협력적",오프라인
844,"코딩, 경제, 미술",남자,"차분함, 신중함, 비즈니스","온라인, 오프라인"
845,"주식, 종교, 명상",여자,"차분함, 친목, 긍정적","오프라인, 온라인"
846,"주식, 명상, 식단",남자,"긍정적, 꼼꼼함, 스파르타","오프라인, 온라인"
847,"경제, 테니스, 주식",남자,"차분함, 활발함, 비즈니스","오프라인, 온라인"
848,"경제, 음악, 영화",남자,"긍정적, 협력적, 신중함",온라인
849,"종교, 주식, 식단",여자,"협력적, 긍정적, 활발함","오프라인, 온라인"
850,"영화, 필라테스, 경제","남자, 여자","긍정적, 차분함, 친목",오프라인
851,"식단, 영화, 종교","여자, 남자","긍정적, 차분함, 활발함",온라인
852,"필라테스, 프로젝트, 테니스","여자, 남자","천천히, 긍정적, 협력적","오프라인, 온라인"
853,"필라테스, 명상, 경제","여자, 남자","스파르타, 신중함, 천천히",오프라인
854,"경제, 명상, 다이어트",여자,"활발함, 비즈니스, 협력적",오프라인
855,"미술, 독서, 면접","남자, 여자","친목, 신중함, 긍정적","온라인, 오프라인"
856,"면접, 축구, 경제","여자, 남자","스파르타, 신중함, 활발함",오프라인
857,"테니스, 음악, 헬스",남자,"차분함, 신중함, 스파르타",오프라인
858,"식단, 독서, 코딩","남자, 여자","차분함, 친목, 꼼꼼함","온라인, 오프라인"
859,"영화, 명상, 자격증","여자, 남자","비즈니스, 차분함, 친목",온라인
860,"테니스, 코딩, 종교",여자,"스파르타, 비즈니스, 천천히",오프라인
861,"코딩, 외국어, 면접",여자,"활발함, 긍정적, 차분함",오프라인
862,"경제, 음악, 주식","남자, 여자","비즈니스, 스파르타, 꼼꼼함",온라인
863,"명상, 프로젝트, 테니스",남자,"협력적, 천천히, 친목","오프라인, 온라인"
864,"다이어트, 헬스, 주식",남자,"신중함, 꼼꼼함, 협력적","오프라인, 온라인"
865,"외국어, 주식, 독서","남자, 여자","신중함, 차분함, 스파르타","오프라인, 온라인"
866,"필라테스, 다이어트, 경제","여자, 남자","차분함, 꼼꼼함, 협력적","오프라인, 온라인"
867,"다이어트, 필라테스, 헬스","남자, 여자","협력적, 비즈니스, 신중함","오프라인, 온라인"
868,"다이어트, 자격증, 주식","여자, 남자","꼼꼼함, 천천히, 긍정적","온라인, 오프라인"
869,"자격증, 명상, 영화",남자,"신중함, 긍정적, 꼼꼼함",온라인
870,"자격증, 미술, 외국어",여자,"긍정적, 스파르타, 비즈니스","온라인, 오프라인"
871,"프로젝트, 필라테스, 축구",여자,"친목, 활발함, 신중함","온라인, 오프라인"
872,"종교, 필라테스, 외국어","여자, 남자","스파르타, 비즈니스, 차분함",오프라인
873,"축구, 식단, 면접","남자, 여자","신중함, 친목, 꼼꼼함","오프라인, 온라인"
874,"미술, 주식, 필라테스","여자, 남자","차분함, 활발함, 스파르타","온라인, 오프라인"
875,"축구, 코딩, 프로젝트",남자,"협력적, 긍정적, 스파르타",오프라인
876,"다이어트, 필라테스, 미술",여자,"활발함, 협력적, 친목",오프라인
877,"독서, 명상, 외국어","여자, 남자","활발함, 친목, 천천히","오프라인, 온라인"
878,"독서, 종교, 프로젝트",여자,"긍정적, 꼼꼼함, 천천히",온라인
879,"주식, 음악, 독서","여자, 남자","차분함, 신중함, 긍정적",온라인
880,"경제, 헬스, 면접","여자, 남자","친목, 천천히, 활발함","온라인, 오프라인"
881,"경제, 명상, 코딩",남자,"활발함, 신중함, 스파르타",온라인
882,"면접, 코딩, 테니스",여자,"비즈니스, 천천히, 긍정적",온라인
883,"외국어, 종교, 주식",남자,"활발함, 긍정적, 친목","오프라인, 온라인"
884,"음악, 주식, 경제",남자,"협력적, 긍정적, 신중함","오프라인, 온라인"
885,"외국어, 자격증, 종교",남자,"천천히, 스파르타, 차분함","오프라인, 온라인"
886,"면접, 필라테스, 미술",여자,"활발함, 친목, 긍정적","온라인, 오프라인"
887,"프로젝트, 헬스, 테니스",여자,"스파르타, 친목, 천천히",온라인
888,"음악, 헬스, 명상","여자, 남자","신중함, 꼼꼼함, 협력적","온라인, 오프라인"
889,"외국어, 필라테스, 독서",남자,"협력적, 스파르타, 차분함","오프라인, 온라인"
890,"코딩, 식단, 자격증","남자, 여자","차분함, 긍정적, 친목","온라인, 오프라인"
891,"필라테스, 미술, 자격증",여자,"긍정적, 활발함, 천천히",오프라인
892,"종교, 음악, 독서",남자,"긍정적, 천천히, 협력적","온라인, 오프라인"
893,"미술, 다이어트, 식단",남자,"스파르타, 비즈니스, 차분함",오프라인
894,"자격증, 주식, 면접",여자,"친목, 협력적, 활발함","오프라인, 온라인"
895,"독서, 헬스, 다이어트",여자,"긍정적, 친목, 신중함",온라인
896,"영화, 필라테스, 음악",남자,"꼼꼼함, 친목, 신중함","오프라인, 온라인"
897,"필라테스, 식단, 미술",여자,"친목, 긍정적, 협력적","오프라인, 온라인"
898,"자격증, 외국어, 미술","남자, 여자","꼼꼼함, 협력적, 긍정적","온라인, 오프라인"
899,"종교, 자격증, 헬스","여자, 남자","차분함, 천천히, 친목",오프라인
900,"축구, 필라테스, 명상",여자,"차분함, 천천히, 비즈니스","오프라인, 온라인"
901,"음악, 필라테스, 식단",남자,"친목, 협력적, 긍정적",온라인
902,"독서, 영화, 면접","여자, 남자","활발함, 신중함, 긍정적",오프라인
903,"코딩, 테니스, 경제","남자, 여자","비즈니스, 꼼꼼함, 신중함",온라인
904,"종교, 다이어트, 프로젝트",남자,"활발함, 비즈니스, 긍정적",온라인
905,"미술, 종교, 헬스","남자, 여자","스파르타, 활발함, 천천히",온라인
906,"종교, 주식, 다이어트","여자, 남자","차분함, 꼼꼼함, 비즈니스",오프라인
907,"독서, 식단, 영화","남자, 여자","협력적, 신중함, 비즈니스",온라인
908,"코딩, 명상, 헬스","남자, 여자","비즈니스, 활발함, 협력적","오프라인, 온라인"
909,"축구, 코딩, 경제","남자, 여자","차분함, 활발함, 협력적",온라인
910,"미술, 명상, 외국어",여자,"천천히, 꼼꼼함, 긍정적","온라인, 오프라인"
911,"종교, 미술, 영화","남자, 여자","차분함, 스파르타, 협력적","오프라인, 온라인"
912,"식단, 독서, 면접","남자, 여자","스파르타, 꼼꼼함, 협력적",온라인
913,"영화, 외국어, 테니스","남자, 여자","꼼꼼함, 스파르타, 친목","온라인, 오프라인"
914,"영화, 명상, 외국어",여자,"스파르타, 긍정적, 친목","오프라인, 온라인"
915,"자격증, 필라테스, 코딩",여자,"긍정적, 스파르타, 친목",온라인
916,"축구, 면접, 주식",여자,"긍정적, 친목, 꼼꼼함","온라인, 오프라인"
917,"자격증, 필라테스, 주식","여자, 남자","협력적, 비즈니스, 활발함",오프라인
918,"축구, 자격증, 영화",여자,"활발함, 천천히, 차분함",오프라인
919,"면접, 다이어트, 식단","여자, 남자","스파르타, 친목, 천천히",온라인
920,"미술, 주식, 프로젝트","남자, 여자","긍정적, 꼼꼼함, 비즈니스","온라인, 오프라인"
921,"식단, 헬스, 종교","남자, 여자","스파르타, 협력적, 친목","오프라인, 온라인"
922,"코딩, 면접, 필라테스","남자, 여자","신중함, 협력적, 꼼꼼함","온라인, 오프라인"
923,"외국어, 면접, 명상",여자,"활발함, 협력적, 스파르타","오프라인, 온라인"
924,"영화, 코딩, 독서","여자, 남자","차분함, 천천히, 신중함","온라인, 오프라인"
925,"명상, 식단, 코딩","여자, 남자","친목, 차분함, 비즈니스","오프라인, 온라인"
926,"미술, 프로젝트, 독서","여자, 남자","협력적, 긍정적, 비즈니스",오프라인
927,"독서, 주식, 필라테스",여자,"활발함, 협력적, 친목",오프라인
928,"경제, 미술, 음악",여자,"협력적, 스파르타, 활발함","오프라인, 온라인"
929,"독서, 경제, 필라테스","남자, 여자","천천히, 활발함, 긍정적","온라인, 오프라인"
930,"식단, 코딩, 독서",여자,"차분함, 협력적, 친목",오프라인
931,"미술, 헬스, 음악",여자,"협력적, 차분함, 비즈니스","오프라인, 온라인"
932,"음악, 식단, 독서",남자,"긍정적, 비즈니스, 스파르타",온라인
933,"코딩, 테니스, 프로젝트",여자,"천천히, 친목, 꼼꼼함",온라인
934,"코딩, 종교, 영화","여자, 남자","차분함, 협력적, 스파르타","오프라인, 온라인"
935,"음악, 외국어, 필라테스","여자, 남자","차분함, 천천히, 긍정적",오프라인
936,"미술, 주식, 독서","남자, 여자","활발함, 협력적, 친목",온라인
937,"헬스, 식단, 명상","남자, 여자","신중함, 스파르타, 천천히",오프라인
938,"면접, 축구, 자격증","여자, 남자","비즈니스, 꼼꼼함, 천천히",온라인
939,"헬스, 축구, 영화",여자,"스파르타, 신중함, 천천히","오프라인, 온라인"
940,"영화, 미술, 헬스","남자, 여자","활발함, 차분함, 긍정적","온라인, 오프라인"
941,"다이어트, 헬스, 필라테스",남자,"활발함, 긍정적, 꼼꼼함","온라인, 오프라인"
942,"종교, 외국어, 코딩","여자, 남자","활발함, 스파르타, 비즈니스","오프라인, 온라인"
943,"경제, 종교, 테니스",여자,"친목, 비즈니스, 긍정적",온라인
944,"명상, 독서, 프로젝트",남자,"친목, 꼼꼼함, 천천히","오프라인, 온라인"
945,"헬스, 필라테스, 코딩",남자,"긍정적, 신중함, 비즈니스","온라인, 오프라인"
946,"음악, 주식, 식단",여자,"천천히, 신중함, 스파르타","온라인, 오프라인"
947,"축구, 경제, 주식",남자,"비즈니스, 스파르타, 차분함",온라인
948,"명상, 헬스, 독서","여자, 남자","친목, 신중함, 비즈니스",오프라인
949,"코딩, 축구, 미술",여자,"친목, 협력적, 비즈니스","오프라인, 온라인"
950,"자격증, 명상, 코딩",여자,"신중함, 꼼꼼함, 친목","오프라인, 온라인"
951,"다이어트, 음악, 독서","여자, 남자","천천히, 활발함, 비즈니스","온라인, 오프라인"
952,"음악, 영화, 명상","남자, 여자","신중함, 꼼꼼함, 활발함",오프라인
953,"프로젝트, 음악, 경제",여자,"친목, 신중함, 천천히",온라인
954,"명상, 독서, 필라테스","남자, 여자","활발함, 신중함, 스파르타",오프라인
955,"미술, 주식, 외국어",남자,"스파르타, 천천히, 친목","온라인, 오프라인"
956,"프로젝트, 영화, 면접","남자, 여자","차분함, 천천히, 꼼꼼함","온라인, 오프라인"
957,"필라테스, 주식, 프로젝트","남자, 여자","천천히, 긍정적, 꼼꼼함",온라인
958,"프로젝트, 주식, 축구","여자, 남자","활발함, 친목, 꼼꼼함",온라인
959,"테니스, 자격증, 필라테스",여자,"비즈니스, 스파르타, 천천히","오프라인, 온라인"
960,"종교, 영화, 음악","여자, 남자","천천히, 활발함, 친목",오프라인
961,"다이어트, 필라테스, 축구","여자, 남자","스파르타, 꼼꼼함, 활발함",오프라인
962,"명상, 영화, 경제","여자, 남자","친목, 스파르타, 꼼꼼함","온라인, 오프라인"
963,"외국어, 헬스, 영화",여자,"스파르타, 천천히, 신중함",오프라인
964,"명상, 종교, 외국어","여자, 남자","활발함, 친목, 천천히","오프라인, 온라인"
965,"미술, 음악, 명상","남자, 여자","스파르타, 친목, 비즈니스","오프라인, 온라인"
966,"식단, 명상, 외국어",남자,"친목, 긍정적, 협력적",오프라인
967,"축구, 미술, 코딩","여자, 남자","활발함, 친목, 협력적",온라인
968,"프로젝트, 영화, 종교","여자, 남자","긍정적, 꼼꼼함, 천천히","오프라인, 온라인"
969,"코딩, 프로젝트, 경제","여자, 남자","꼼꼼함, 친목, 신중함","오프라인, 온라인"
970,"음악, 외국어, 경제",여자,"긍정적, 협력적, 스파르타","온라인, 오프라인"
971,"필라테스, 독서, 다이어트","여자, 남자","긍정적, 활발함, 비즈니스","온라인, 오프라인"
972,"헬스, 경제, 필라테스","남자, 여자","차분함, 협력적, 비즈니스",오프라인
973,"축구, 코딩, 면접","남자, 여자","비즈니스, 차분함, 천천히",온라인
974,"식단, 자격증, 헬스","여자, 남자","차분함, 긍정적, 비즈니스",오프라인
975,"명상, 다이어트, 미술","여자, 남자","스파르타, 긍정적, 비즈니스","오프라인, 온라인"
976,"미술, 영화, 필라테스",남자,"비즈니스, 스파르타, 신중함","오프라인, 온라인"
977,"축구, 코딩, 명상",남자,"긍정적, 꼼꼼함, 활발함",오프라인
978,"코딩, 다이어트, 명상","여자, 남자","활발함, 천천히, 스파르타",오프라인
979,"음악, 자격증, 독서","남자, 여자","협력적, 차분함, 천천히",오프라인
980,"명상, 주식, 영화","남자, 여자","긍정적, 꼼꼼함, 협력적","오프라인, 온라인"
981,"축구, 독서, 외국어","여자, 남자","천천히, 꼼꼼함, 활발함",오프라인
982,"명상, 테니스, 미술","남자, 여자","친목, 천천히, 차분함","온라인, 오프라인"
983,"영화, 음악, 독서",여자,"천천히, 활발함, 스파르타",오프라인
984,"음악, 독서, 축구",여자,"활발함, 천천히, 협력적","오프라인, 온라인"
985,"음악, 코딩, 외국어","남자, 여자","비즈니스, 협력적, 스파르타","온라인, 오프라인"
986,"주식, 테니스, 미술",여자,"꼼꼼함, 스파르타, 비즈니스",오프라인
987,"종교, 자격증, 외국어","남자, 여자","비즈니스, 신중함, 차분함",온라인
988,"면접, 필라테스, 명상",남자,"긍정적, 친목, 차분함",오프라인
989,"헬스, 경제, 독서",남자,"협력적, 친목, 활발함","오프라인, 온라인"
990,"코딩, 축구, 주식","여자, 남자","활발함, 차분함, 친목",오프라인
991,"미술, 필라테스, 다이어트","남자, 여자","협력적, 활발함, 스파르타","온라인, 오프라인"
992,"독서, 영화, 헬스",남자,"활발함, 꼼꼼함, 천천히",오프라인
993,"명상, 영화, 다이어트",남자,"비즈니스, 긍정적, 꼼꼼함","오프라인, 온라인"
994,"종교, 영화, 자격증",여자,"천천히, 친목, 협력적",온라인
995,"미술, 주식, 식단",남자,"활발함, 비즈니스, 신중함","온라인, 오프라인"
996,"독서, 외국어, 주식","여자, 남자","천천히, 스파르타, 신중함","오프라인, 온라인"
997,"영화, 명상, 코딩","남자, 여자","스파르타, 활발함, 친목",온라인
998,"헬스, 식단, 명상",남자,"꼼꼼함, 차분함, 긍정적","오프라인, 온라인"
999,"코딩, 축구, 식단",여자,"협력적, 차분함, 천천히","오프라인, 온라인"
1000,"음악, 필라테스, 종교","남자, 여자","꼼꼼함, 천천히, 비즈니스","오프라인, 온라인"
